 i1 j1 k1 i2 j2 k2   <i1j1k1|H|i2j2k2> 
  4  0  0  3  3  2     0.00000522
  5  0  0  3  3  2     0.00002550
  6  0  0  3  3  2    -0.00000063
  7  0  0  3  3  2     0.00000342
  8  0  0  3  3  2     0.00000040
  9  0  0  3  3  2    -0.00000004
 10  0  0  3  3  2     0.00000044
  0  1  0  3  3  2     0.00000085
  0  2  0  3  3  2    -0.00000230
  0  3  0  3  3  2    -0.00000370
  0  4  0  3  3  2     0.00000250
  0  5  0  3  3  2     0.00000137
  0  6  0  3  3  2    -0.00000057
  0  7  0  3  3  2     0.00000018
  0  8  0  3  3  2     0.00000006
  0  9  0  3  3  2    -0.00000003
  0 10  0  3  3  2    -0.00000003
  0  0  2  3  3  2    -0.00000237
  0  0  4  3  3  2    -0.00000033
  0  0  6  3  3  2    -0.00000009
  0  0  8  3  3  2    -0.00000001
  0  0 10  3  3  2     0.00000000
  1  1  0  3  3  2     0.00007430
  2  1  0  3  3  2    -0.00003995
  3  1  0  3  3  2    -0.00076698
  4  1  0  3  3  2    -0.00003156
  5  1  0  3  3  2    -0.00012723
  6  1  0  3  3  2     0.00000259
  7  1  0  3  3  2    -0.00001467
  8  1  0  3  3  2    -0.00000188
  9  1  0  3  3  2    -0.00000060
  1  2  0  3  3  2    -0.00021883
  2  2  0  3  3  2     0.00014776
  3  2  0  3  3  2     0.00273427
  4  2  0  3  3  2     0.00012390
  5  2  0  3  3  2     0.00040046
  6  2  0  3  3  2    -0.00000760
  7  2  0  3  3  2     0.00003890
  8  2  0  3  3  2     0.00000516
  1  3  0  3  3  2    -0.00040239
  2  3  0  3  3  2     0.00030171
  3  3  0  3  3  2    -0.00125678
  4  3  0  3  3  2     0.00023747
  5  3  0  3  3  2     0.00091856
  6  3  0  3  3  2    -0.00003207
  7  3  0  3  3  2     0.00006355
  1  4  0  3  3  2     0.00024591
  2  4  0  3  3  2    -0.00016700
  3  4  0  3  3  2    -0.00305137
  4  4  0  3  3  2    -0.00014301
  5  4  0  3  3  2    -0.00044970
  6  4  0  3  3  2     0.00000870
  1  5  0  3  3  2     0.00012497
  2  5  0  3  3  2    -0.00006844
  3  5  0  3  3  2    -0.00129535
  4  5  0  3  3  2    -0.00005558
  5  5  0  3  3  2    -0.00021433
  1  6  0  3  3  2    -0.00005997
  2  6  0  3  3  2     0.00002798
  3  6  0  3  3  2     0.00053001
  4  6  0  3  3  2     0.00002159
  1  7  0  3  3  2     0.00002837
  2  7  0  3  3  2    -0.00001166
  3  7  0  3  3  2    -0.00021901
  1  8  0  3  3  2     0.00001346
  2  8  0  3  3  2    -0.00000501
  1  9  0  3  3  2    -0.00000647
  1  0  2  3  3  2    -0.00016219
  2  0  2  3  3  2     0.00002073
  3  0  2  3  3  2     0.00009625
  4  0  2  3  3  2    -0.00000927
  5  0  2  3  3  2     0.00026316
  6  0  2  3  3  2     0.00000151
  7  0  2  3  3  2     0.00003179
  8  0  2  3  3  2     0.00000453
  1  0  4  3  3  2    -0.00004186
  2  0  4  3  3  2     0.00001825
  3  0  4  3  3  2     0.00033479
  4  0  4  3  3  2     0.00001399
  5  0  4  3  3  2     0.00006295
  6  0  4  3  3  2    -0.00000116
  1  0  6  3  3  2    -0.00000352
  2  0  6  3  3  2     0.00000142
  3  0  6  3  3  2     0.00001869
  4  0  6  3  3  2     0.00000100
  1  0  8  3  3  2    -0.00000025
  2  0  8  3  3  2     0.00000008
  0  1  2  3  3  2     0.00001650
  0  2  2  3  3  2    -0.00007830
  0  3  2  3  3  2     0.00000448
  0  4  2  3  3  2     0.00008790
  0  5  2  3  3  2     0.00002867
  0  6  2  3  3  2    -0.00000990
  0  7  2  3  3  2     0.00000373
  0  8  2  3  3  2     0.00000160
  0  1  4  3  3  2     0.00000194
  0  2  4  3  3  2    -0.00000362
  0  3  4  3  3  2     0.00000786
  0  4  4  3  3  2     0.00000384
  0  5  4  3  3  2     0.00000310
  0  6  4  3  3  2    -0.00000145
  0  1  6  3  3  2     0.00000041
  0  2  6  3  3  2    -0.00000097
  0  3  6  3  3  2    -0.00000089
  0  4  6  3  3  2     0.00000108
  0  1  8  3  3  2     0.00000004
  0  2  8  3  3  2    -0.00000009
  1  1  2  3  3  2     0.00072379
  2  1  2  3  3  2    -0.00000026
  3  1  2  3  3  2    -0.00090529
  4  1  2  3  3  2     0.00016286
  5  1  2  3  3  2    -0.00119182
  6  1  2  3  3  2    -0.00002955
  7  1  2  3  3  2    -0.00013553
  1  2  2  3  3  2    -0.00146651
  5  2  2  3  3  2     0.00241158
  6  2  2  3  3  2     0.00022602
  1  3  2  3  3  2    -0.00143264
  0  0  0  4  3  2     0.00000061
  1  0  0  4  3  2    -0.00000004
  2  0  0  4  3  2    -0.00002042
  3  0  0  4  3  2     0.00000539
  4  0  0  4  3  2     0.00012464
  5  0  0  4  3  2    -0.00000343
  6  0  0  4  3  2     0.00002895
  7  0  0  4  3  2     0.00000131
  8  0  0  4  3  2    -0.00000477
  9  0  0  4  3  2     0.00000054
 10  0  0  4  3  2     0.00000048
  0  1  0  4  3  2    -0.00000288
  0  2  0  4  3  2     0.00000804
  0  3  0  4  3  2     0.00001280
  0  4  0  4  3  2    -0.00000905
  0  5  0  4  3  2    -0.00000488
  0  6  0  4  3  2     0.00000242
  0  7  0  4  3  2    -0.00000119
  0  8  0  4  3  2    -0.00000060
  0  9  0  4  3  2     0.00000031
  0 10  0  4  3  2     0.00000019
  0  0  2  4  3  2     0.00000604
  0  0  4  4  3  2     0.00000171
  0  0  6  4  3  2     0.00000023
  0  0  8  4  3  2     0.00000002
  0  0 10  4  3  2     0.00000000
  1  1  0  4  3  2     0.00000054
  2  1  0  4  3  2     0.00009864
  3  1  0  4  3  2    -0.00003270
  4  1  0  4  3  2    -0.00071836
  5  1  0  4  3  2     0.00002292
  6  1  0  4  3  2    -0.00014640
  7  1  0  4  3  2    -0.00000519
  8  1  0  4  3  2     0.00001907
  9  1  0  4  3  2    -0.00000542
  1  2  0  4  3  2    -0.00000197
  2  2  0  4  3  2    -0.00029284
  3  2  0  4  3  2     0.00012950
  4  2  0  4  3  2     0.00258531
  5  2  0  4  3  2    -0.00009906
  6  2  0  4  3  2     0.00046633
  7  2  0  4  3  2     0.00001439
  8  2  0  4  3  2    -0.00004963
  1  3  0  4  3  2    -0.00000335
  2  3  0  4  3  2    -0.00054312
  3  3  0  4  3  2     0.00027049
  4  3  0  4  3  2    -0.00156173
  5  3  0  4  3  2    -0.00018299
  6  3  0  4  3  2     0.00108598
  7  3  0  4  3  2     0.00004796
  1  4  0  4  3  2     0.00000212
  2  4  0  4  3  2     0.00032881
  3  4  0  4  3  2    -0.00014675
  4  4  0  4  3  2    -0.00288460
  5  4  0  4  3  2     0.00011570
  6  4  0  4  3  2    -0.00052338
  1  5  0  4  3  2     0.00000092
  2  5  0  4  3  2     0.00016580
  3  5  0  4  3  2    -0.00005636
  4  5  0  4  3  2    -0.00121372
  5  5  0  4  3  2     0.00004122
  1  6  0  4  3  2    -0.00000027
  2  6  0  4  3  2    -0.00007889
  3  6  0  4  3  2     0.00002177
  4  6  0  4  3  2     0.00049225
  1  7  0  4  3  2     0.00000004
  2  7  0  4  3  2     0.00003700
  3  7  0  4  3  2    -0.00000858
  1  8  0  4  3  2     0.00000002
  2  8  0  4  3  2     0.00001741
  1  9  0  4  3  2    -0.00000002
  1  0  2  4  3  2    -0.00000308
  2  0  2  4  3  2    -0.00021660
  3  0  2  4  3  2    -0.00000905
  4  0  2  4  3  2    -0.00001402
  5  0  2  4  3  2     0.00004103
  6  0  2  4  3  2     0.00030284
  7  0  2  4  3  2     0.00000125
  8  0  2  4  3  2    -0.00004013
  1  0  4  4  3  2    -0.00000007
  2  0  4  4  3  2    -0.00005497
  3  0  4  4  3  2     0.00001388
  4  0  4  4  3  2     0.00030982
  5  0  4  4  3  2    -0.00000946
  6  0  4  4  3  2     0.00007112
  1  0  6  4  3  2    -0.00000010
  2  0  6  4  3  2    -0.00000445
  3  0  6  4  3  2     0.00000099
  4  0  6  4  3  2     0.00001681
  1  0  8  4  3  2    -0.00000001
  2  0  8  4  3  2    -0.00000030
  0  1  2  4  3  2    -0.00002612
  0  2  2  4  3  2     0.00006381
  0  3  2  4  3  2     0.00004930
  0  4  2  4  3  2    -0.00007204
  0  5  2  4  3  2    -0.00004394
  0  6  2  4  3  2     0.00002325
  0  7  2  4  3  2    -0.00001179
  0  8  2  4  3  2    -0.00000593
  0  1  4  4  3  2    -0.00000788
  0  2  4  4  3  2     0.00002150
  0  3  4  4  3  2     0.00003377
  0  4  4  4  3  2    -0.00002424
  0  5  4  4  3  2    -0.00001335
  0  6  4  4  3  2     0.00000674
  0  1  6  4  3  2    -0.00000095
  0  2  6  4  3  2     0.00000233
  0  3  6  4  3  2     0.00000364
  0  4  6  4  3  2    -0.00000266
  0  1  8  4  3  2    -0.00000009
  0  2  8  4  3  2     0.00000021
  1  1  2  4  3  2     0.00002472
  2  1  2  4  3  2     0.00097350
  3  1  2  4  3  2     0.00016165
  4  1  2  4  3  2    -0.00039313
  5  1  2  4  3  2    -0.00033598
  6  1  2  4  3  2    -0.00138205
  7  1  2  4  3  2     0.00002339
  1  2  2  4  3  2    -0.00013394
  2  2  2  4  3  2    -0.00197118
  6  2  2  4  3  2     0.00279323
  1  3  2  4  3  2     0.00002210
  2  3  2  4  3  2    -0.00191103
  0  0  0  5  3  2     0.00000003
  1  0  0  5  3  2    -0.00000142
  2  0  0  5  3  2    -0.00000018
  3  0  0  5  3  2     0.00002441
  4  0  0  5  3  2    -0.00000366
  5  0  0  5  3  2     0.00011589
  6  0  0  5  3  2     0.00000181
  7  0  0  5  3  2     0.00003121
  8  0  0  5  3  2     0.00000537
  9  0  0  5  3  2     0.00000910
 10  0  0  5  3  2     0.00000051
  0  1  0  5  3  2    -0.00000006
  0  2  0  5  3  2     0.00000041
  0  3  0  5  3  2     0.00000064
  0  4  0  5  3  2    -0.00000050
  0  5  0  5  3  2    -0.00000017
  0  6  0  5  3  2     0.00000010
  0  7  0  5  3  2    -0.00000010
  0  8  0  5  3  2    -0.00000008
  0  9  0  5  3  2     0.00000005
  0 10  0  5  3  2     0.00000003
  0  0  2  5  3  2     0.00000044
  0  0  4  5  3  2     0.00000008
  0  0  6  5  3  2     0.00000002
  0  0  8  5  3  2     0.00000000
  0  0 10  5  3  2     0.00000000
  1  1  0  5  3  2     0.00000628
  2  1  0  5  3  2     0.00000033
  3  1  0  5  3  2    -0.00011924
  4  1  0  5  3  2     0.00002450
  5  1  0  5  3  2    -0.00067364
  6  1  0  5  3  2    -0.00001428
  7  1  0  5  3  2    -0.00016182
  8  1  0  5  3  2    -0.00001660
  9  1  0  5  3  2    -0.00002631
  1  2  0  5  3  2    -0.00001692
  2  2  0  5  3  2     0.00000024
  3  2  0  5  3  2     0.00035740
  4  2  0  5  3  2    -0.00010694
  5  2  0  5  3  2     0.00244555
  6  2  0  5  3  2     0.00007249
  7  2  0  5  3  2     0.00052349
  8  2  0  5  3  2     0.00004075
  1  3  0  5  3  2    -0.00002732
  2  3  0  5  3  2     0.00000068
  3  3  0  5  3  2     0.00066848
  4  3  0  5  3  2    -0.00022919
  5  3  0  5  3  2    -0.00185340
  6  3  0  5  3  2     0.00012224
  7  3  0  5  3  2     0.00123936
  1  4  0  5  3  2     0.00001916
  2  4  0  5  3  2    -0.00000016
  3  4  0  5  3  2    -0.00040094
  4  4  0  5  3  2     0.00012171
  5  4  0  5  3  2    -0.00272825
  6  4  0  5  3  2    -0.00008617
  1  5  0  5  3  2     0.00001065
  2  5  0  5  3  2     0.00000048
  3  5  0  5  3  2    -0.00020038
  4  5  0  5  3  2     0.00004262
  5  5  0  5  3  2    -0.00113837
  1  6  0  5  3  2    -0.00000554
  2  6  0  5  3  2    -0.00000054
  3  6  0  5  3  2     0.00009438
  4  6  0  5  3  2    -0.00001509
  1  7  0  5  3  2     0.00000282
  2  7  0  5  3  2     0.00000035
  3  7  0  5  3  2    -0.00004386
  1  8  0  5  3  2     0.00000145
  2  8  0  5  3  2     0.00000016
  1  9  0  5  3  2    -0.00000075
  1  0  2  5  3  2    -0.00001323
  2  0  2  5  3  2     0.00000278
  3  0  2  5  3  2     0.00026317
  4  0  2  5  3  2     0.00004079
  5  0  2  5  3  2    -0.00011598
  6  0  2  5  3  2    -0.00007341
  7  0  2  5  3  2     0.00033629
  8  0  2  5  3  2     0.00001431
  1  0  4  5  3  2    -0.00000391
  2  0  4  5  3  2    -0.00000053
  3  0  4  5  3  2     0.00006567
  4  0  4  5  3  2    -0.00000924
  5  0  4  5  3  2     0.00028737
  6  0  4  5  3  2     0.00000507
  1  0  6  5  3  2    -0.00000048
  2  0  6  5  3  2     0.00000006
  3  0  6  5  3  2     0.00000516
  4  0  6  5  3  2    -0.00000057
  1  0  8  5  3  2    -0.00000005
  2  0  8  5  3  2     0.00000001
  0  1  2  5  3  2    -0.00000123
  0  2  2  5  3  2     0.00000164
  0  3  2  5  3  2     0.00000404
  0  4  2  5  3  2    -0.00000207
  0  5  2  5  3  2    -0.00000208
  0  6  2  5  3  2     0.00000157
  0  7  2  5  3  2    -0.00000100
  0  8  2  5  3  2    -0.00000056
  0  1  4  5  3  2    -0.00000020
  0  2  4  5  3  2     0.00000108
  0  3  4  5  3  2     0.00000208
  0  4  4  5  3  2    -0.00000132
  0  5  4  5  3  2    -0.00000050
  0  6  4  5  3  2     0.00000033
  0  1  6  5  3  2    -0.00000004
  0  2  6  5  3  2     0.00000005
  0  3  6  5  3  2     0.00000005
  0  4  6  5  3  2    -0.00000007
  0  1  8  5  3  2    -0.00000001
  0  2  8  5  3  2     0.00000001
  1  1  2  5  3  2     0.00005643
  2  1  2  5  3  2    -0.00002905
  3  1  2  5  3  2    -0.00119191
  4  1  2  5  3  2    -0.00033464
  5  1  2  5  3  2     0.00008678
  6  1  2  5  3  2     0.00051396
  7  1  2  5  3  2    -0.00154552
  1  2  2  5  3  2    -0.00013505
  2  2  2  5  3  2     0.00018362
  3  2  2  5  3  2     0.00241185
  1  3  2  5  3  2    -0.00010642
  2  3  2  5  3  2    -0.00005029
  3  3  2  5  3  2     0.00232130
  0  0  0  1  4  2    -0.00000266
  1  0  0  1  4  2    -0.00005039
  2  0  0  1  4  2    -0.00000269
  3  0  0  1  4  2     0.00000580
  4  0  0  1  4  2    -0.00000002
  5  0  0  1  4  2     0.00000056
  6  0  0  1  4  2    -0.00000007
  7  0  0  1  4  2     0.00000001
  8  0  0  1  4  2     0.00000000
  9  0  0  1  4  2    -0.00000002
 10  0  0  1  4  2    -0.00000003
  0  1  0  1  4  2     0.00001508
  0  2  0  1  4  2    -0.00005685
  0  3  0  1  4  2    -0.00015724
  0  4  0  1  4  2     0.00027223
  0  5  0  1  4  2     0.00017147
  0  6  0  1  4  2    -0.00008350
  0  7  0  1  4  2     0.00003935
  0  8  0  1  4  2     0.00001844
  0  9  0  1  4  2    -0.00000881
  0 10  0  1  4  2    -0.00000483
  0  0  2  1  4  2    -0.00002137
  0  0  4  1  4  2    -0.00000702
  0  0  6  1  4  2    -0.00000061
  0  0  8  1  4  2    -0.00000004
  0  0 10  1  4  2     0.00000000
  1  1  0  1  4  2     0.00030091
  2  1  0  1  4  2     0.00001546
  3  1  0  1  4  2    -0.00003075
  4  1  0  1  4  2     0.00000002
  5  1  0  1  4  2    -0.00000272
  6  1  0  1  4  2     0.00000024
  7  1  0  1  4  2    -0.00000010
  8  1  0  1  4  2     0.00000003
  9  1  0  1  4  2     0.00000000
  1  2  0  1  4  2    -0.00119157
  2  2  0  1  4  2    -0.00005995
  3  2  0  1  4  2     0.00010694
  4  2  0  1  4  2     0.00000013
  5  2  0  1  4  2     0.00000855
  6  2  0  1  4  2    -0.00000063
  7  2  0  1  4  2     0.00000056
  8  2  0  1  4  2     0.00000001
  1  3  0  1  4  2    -0.00341632
  2  3  0  1  4  2    -0.00017262
  3  3  0  1  4  2     0.00027268
  4  3  0  1  4  2    -0.00000060
  5  3  0  1  4  2     0.00001909
  6  3  0  1  4  2    -0.00000168
  7  3  0  1  4  2     0.00000139
  1  4  0  1  4  2    -0.00070776
  2  4  0  1  4  2     0.00029673
  3  4  0  1  4  2    -0.00053960
  4  4  0  1  4  2     0.00001061
  5  4  0  1  4  2    -0.00002757
  6  4  0  1  4  2     0.00000261
  1  5  0  1  4  2     0.00369199
  2  5  0  1  4  2     0.00019048
  3  5  0  1  4  2    -0.00029678
  4  5  0  1  4  2     0.00000074
  5  5  0  1  4  2    -0.00002093
  1  6  0  1  4  2    -0.00174030
  2  6  0  1  4  2    -0.00008942
  3  6  0  1  4  2     0.00015601
  4  6  0  1  4  2     0.00000015
  1  7  0  1  4  2     0.00078198
  2  7  0  1  4  2     0.00004098
  3  7  0  1  4  2    -0.00007874
  1  8  0  1  4  2     0.00035126
  2  8  0  1  4  2     0.00001885
  1  9  0  1  4  2    -0.00016037
  1  0  2  1  4  2    -0.00010458
  2  0  2  1  4  2    -0.00001820
  3  0  2  1  4  2     0.00005954
  4  0  2  1  4  2     0.00000082
  5  0  2  1  4  2     0.00000523
  6  0  2  1  4  2    -0.00000053
  7  0  2  1  4  2     0.00000023
  8  0  2  1  4  2     0.00000004
  1  0  4  1  4  2    -0.00012573
  2  0  4  1  4  2    -0.00000706
  3  0  4  1  4  2     0.00001460
  4  0  4  1  4  2     0.00000004
  5  0  4  1  4  2     0.00000155
  6  0  4  1  4  2    -0.00000018
  1  0  6  1  4  2    -0.00000715
  2  0  6  1  4  2    -0.00000058
  3  0  6  1  4  2     0.00000122
  4  0  6  1  4  2     0.00000004
  1  0  8  1  4  2    -0.00000030
  2  0  8  1  4  2    -0.00000004
  0  1  2  1  4  2     0.00010414
  0  2  2  1  4  2    -0.00027613
  0  6  2  1  4  2    -0.00038437
  0  7  2  1  4  2     0.00025631
  0  8  2  1  4  2     0.00014111
  0  1  4  1  4  2     0.00003977
  0  2  4  1  4  2    -0.00014923
  0  3  4  1  4  2    -0.00040828
  0  4  4  1  4  2     0.00068999
  0  5  4  1  4  2     0.00043659
  0  6  4  1  4  2    -0.00021465
  0  1  6  1  4  2     0.00000347
  0  2  6  1  4  2    -0.00001249
  0  3  6  1  4  2    -0.00003129
  0  4  6  1  4  2     0.00005055
  0  1  8  1  4  2     0.00000025
  0  2  8  1  4  2    -0.00000089
  1  1  2  1  4  2     0.00065535
  2  1  2  1  4  2     0.00008360
  3  1  2  1  4  2    -0.00030826
  4  1  2  1  4  2    -0.00000607
  5  1  2  1  4  2    -0.00002519
  6  1  2  1  4  2     0.00000221
  7  1  2  1  4  2    -0.00000115
  1  2  2  1  4  2    -0.00275242
  2  2  2  1  4  2    -0.00017467
  3  2  2  1  4  2     0.00097575
  4  2  2  1  4  2     0.00003432
  5  2  2  1  4  2     0.00007663
  6  2  2  1  4  2    -0.00000515
  3  3  2  1  4  2     0.00162157
  4  3  2  1  4  2     0.00015056
  5  3  2  1  4  2     0.00015278
  0  0  0  2  4  2     0.00000346
  1  0  0  2  4  2    -0.00000270
  2  0  0  2  4  2    -0.00004609
  3  0  0  2  4  2    -0.00000222
  4  0  0  2  4  2     0.00000757
  5  0  0  2  4  2     0.00000010
  6  0  0  2  4  2     0.00000094
  7  0  0  2  4  2     0.00000013
  8  0  0  2  4  2    -0.00000010
  9  0  0  2  4  2    -0.00000005
 10  0  0  2  4  2     0.00000007
  0  1  0  2  4  2    -0.00001811
  0  2  0  2  4  2     0.00006160
  0  3  0  2  4  2     0.00014965
  0  4  0  2  4  2    -0.00024405
  0  5  0  2  4  2    -0.00016277
  0  6  0  2  4  2     0.00008974
  0  7  0  2  4  2    -0.00004629
  0  8  0  2  4  2    -0.00002339
  0  9  0  2  4  2     0.00001183
  0 10  0  2  4  2     0.00000677
  0  0  2  2  4  2     0.00003640
  0  0  4  2  4  2     0.00000927
  0  0  6  2  4  2     0.00000081
  0  0  8  2  4  2     0.00000006
  0  0 10  2  4  2     0.00000000
  1  1  0  2  4  2     0.00001558
  2  1  0  2  4  2     0.00027837
  3  1  0  2  4  2     0.00001323
  4  1  0  2  4  2    -0.00004056
  5  1  0  2  4  2    -0.00000048
  6  1  0  2  4  2    -0.00000453
  7  1  0  2  4  2    -0.00000052
  8  1  0  2  4  2     0.00000038
  9  1  0  2  4  2     0.00000002
  1  2  0  2  4  2    -0.00006046
  2  2  0  2  4  2    -0.00111478
  3  2  0  2  4  2    -0.00005343
  4  2  0  2  4  2     0.00014242
  5  2  0  2  4  2     0.00000132
  6  2  0  2  4  2     0.00001399
  7  2  0  2  4  2     0.00000140
  8  2  0  2  4  2    -0.00000122
  1  3  0  2  4  2    -0.00017446
  2  3  0  2  4  2    -0.00322849
  3  3  0  2  4  2    -0.00016140
  4  3  0  2  4  2     0.00036653
  5  3  0  2  4  2     0.00000385
  6  3  0  2  4  2     0.00003099
  7  3  0  2  4  2     0.00000325
  1  4  0  2  4  2     0.00030660
  2  4  0  2  4  2    -0.00103901
  3  4  0  2  4  2     0.00027457
  4  4  0  2  4  2    -0.00073564
  5  4  0  2  4  2    -0.00002015
  6  4  0  2  4  2    -0.00004527
  1  5  0  2  4  2     0.00019052
  2  5  0  2  4  2     0.00348786
  3  5  0  2  4  2     0.00017896
  4  5  0  2  4  2    -0.00039865
  5  5  0  2  4  2    -0.00000431
  1  6  0  2  4  2    -0.00008919
  2  6  0  2  4  2    -0.00162865
  3  6  0  2  4  2    -0.00008037
  4  6  0  2  4  2     0.00020767
  1  7  0  2  4  2     0.00004084
  2  7  0  2  4  2     0.00072451
  3  7  0  2  4  2     0.00003546
  1  8  0  2  4  2     0.00001877
  2  8  0  2  4  2     0.00032232
  1  9  0  2  4  2    -0.00000883
  1  0  2  2  4  2    -0.00001825
  2  0  2  2  4  2    -0.00005851
  3  0  2  2  4  2    -0.00001008
  4  0  2  2  4  2     0.00007893
  5  0  2  2  4  2    -0.00000053
  6  0  2  2  4  2     0.00000866
  7  0  2  2  4  2     0.00000102
  8  0  2  2  4  2    -0.00000057
  1  0  4  2  4  2    -0.00000708
  2  0  4  2  4  2    -0.00011465
  3  0  4  2  4  2    -0.00000584
  4  0  4  2  4  2     0.00001892
  5  0  4  2  4  2     0.00000014
  6  0  4  2  4  2     0.00000256
  1  0  6  2  4  2    -0.00000058
  2  0  6  2  4  2    -0.00000625
  3  0  6  2  4  2    -0.00000044
  4  0  6  2  4  2     0.00000151
  1  0  8  2  4  2    -0.00000004
  2  0  8  2  4  2    -0.00000024
  0  1  2  2  4  2    -0.00018729
  0  2  2  2  4  2     0.00058972
  0  3  2  2  4  2     0.00098267
  0  4  2  2  4  2    -0.00099093
  0  5  2  2  4  2    -0.00105266
  0  6  2  2  4  2     0.00084610
  0  7  2  2  4  2    -0.00047437
  0  8  2  2  4  2    -0.00024500
  0  1  4  2  4  2    -0.00004899
  0  2  4  2  4  2     0.00016933
  0  3  4  2  4  2     0.00042635
  0  4  4  2  4  2    -0.00082428
  0  5  4  2  4  2    -0.00046367
  0  6  4  2  4  2     0.00024676
  0  1  6  2  4  2    -0.00000428
  0  2  6  2  4  2     0.00001446
  0  3  6  2  4  2     0.00003427
  0  4  6  2  4  2    -0.00006042
  0  1  8  2  4  2    -0.00000031
  0  2  8  2  4  2     0.00000106
  1  1  2  2  4  2     0.00008390
  2  1  2  2  4  2     0.00041512
  3  1  2  2  4  2     0.00003707
  4  1  2  2  4  2    -0.00041166
  5  1  2  2  4  2     0.00000559
  6  1  2  2  4  2    -0.00004186
  7  1  2  2  4  2    -0.00000432
  1  2  2  2  4  2    -0.00017584
